title,author,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
The Lions of Al-Rassan,Guy Gavriel Kay,,,,H,,X,,X,,,,,,,,,,,,,,,,,
The Litany of Earth,Ruthanna Emrys,,,,,,,,,,,,,,,,,,,,,H,,,,
The Little Country,Charles de Lint,,,,,,,,,,,,,,,,,,,,,H,,,,
The Lives of Christopher Chant,Diana Wynne Jones,,,,,,,,,,,H,,,,,,,,,,,,,,
The Living One,Lewis Gannett,,,,,,,,,,,,,,,,,,,,,H,,,,
The Locked Tomb,Tamsyn Muir,X,,,,,,,,,,,,,,,,,,,,,,,,
The Long Earth,Terry Pratchett & Stephen Baxter,,,X,,,,,,,,,,,,,,,,,,,,,,
The Long Price Quartet,Daniel Abraham,,,,,,,,,,,,,,,,,,,,,,,,,H
"The Long Way to a Small, Angry Planet",Becky Chambers,,,,,H,X,,X,,,,,,,,,,,,,,,,,
The Loosening Skin,Aliya Whiteley,,,,,,H,,,,,,,,,,,,,,,H,,,,
The Lord of Stariel,A.J. Lancaster,,,,,,,,X,,,,,,,,,,,,X,,,,,
The Lord of the Rings,J.R.R. Tolkien,,,,,,X,,,,,,,,,,,,,,,,,,,
The Lost,Jack Ketchum,,,,,,,,,,,,,,,,,,,,,H,,,,
The Lost Daughter Collective,Lindsey Drager,,,,,,,,,,,,,,,,,,,,,H,,,,
The Lost Dawn,Dan Neil,,,,,,,,X,H,,,,,,,,,,,H,,,H,,X
The Lost Future of Pepperharrow,Natasha Pulley,,,,X,,,,,,,,,,,,,,,,,,,,,
The Lovely Bones,Alice Sebold,,,,,,,,,,,,,,,,,,,,,H,,,,
The Luminous Dead,Caitlin Starling,H,H,,,,H,,,,,,,,,,,,,H,,,,,,
The M.D.,Thomas M. Disch,,,,,,,,,,,,,,,,,,,,,H,,,,
The Machine,James Smythe,,,,,,,,,,,,,,,,,,,,,H,,,,
The Mage-Born Chronicles,Kayleigh Nicol,H,,,,,,,,,,,,,,,,,,,,,,,,
The Magician and the Fool,Barth Anderson,,,,,,,,,,,,,,,,,,,,,H,,,,
The Magicians,James Gunn,,,,,,,,,,,,,,X,,,,,,,H,,,,
The Magicians,Lev Grossman,,,,,,,,,,,,,,,,,X,,H,,,,,,
The Magpie Lord,K.J. Charles,,,,X,,,,,,,,,,,,,,,,,,,,,
The Maleficent Seven,Cameron Johnston,,,,,,,,,,,,,,,,,,,,,,,,,
The Malloreon,David Eddings,,,,,,,,,H,,,,,,,,,,,,,,,,
The Man Who Folded Himself,David Gerrold,,,,,,,,,,,,,,,,,X,,,,,,,,
The Manifold Worlds,Foz Meadows,H,,,,,,,,,,,,,,,,,,,,,,,,
The Margarets,Sheri S. Tepper,,,,,,,,,,,,,,,,,,,,,H,,,,
The Mark of the Cobra,Valentine Alily,,,,,,,,,,,,,,,H,,,,,,,,,,
The Marq'ssan Cycle,L. Timmel Duchamp,,,,,,,,,,,,,,,,,,,,,H,,,,
The Marrow Thieves,Cherie Dimaline,,,,,,,,,,,,,,,,,,,,,,H,,,
The Martian,Andy Weir,,,,,,X,,,,,,,,,,,,,,,,,,,
The Martyring,Thomas Sullivan,,,,,,,,,,,,,,,,,,,,,H,,,,
The Marvelous Misadventures of Sebastian,Lloyd Alexander,,,,,,,,,,,,,,,,,,,,,H,,,,
The Mask of Mirrors,M.A. Carrick,,,X,,,,,,,,,,,,,,,,,,,,,,X
The Masked Empire,Patrick Weekes,H,,,,,,,,,,,,,,,,,,,,,,,,
The Masquerade,Seth Dickinson,X,,,,,,,,,,H,,,,,,,,,,,,,,
The Master and Margarita,Mikhail Bulgakov,,,,,,X,,,,,,,,,,,,,,,,,,,
The Melancholy of Anatomy,Shelley Jackson,,,,,,,,,,,,,,,,,,,,,H,,,,
The Memory Police,Yōko Ogawa,,,,,,H,,X,,,,,,,,,,,,,H,X,,,
The Memory Theater,Karin Tidbeck,,,,,,,,,,,,,,,,,H,,,,,,,,
The Mere Wife,Maria Dahvana Headley,,,,,,H,,,,,,,,,,,,,,,H,,,,
"The Mermaid, the Witch, and the Sea",Maggie Tokuda-Hall,,,,,,H,,,,,,,,,,,,,,,H,X,,,
The Merry Spinster,Daniel M. Lavery,,,,,,,,X,,,,,,,,,,,,,,,,,
The Method,Juli Zeh,,,,,,,,,,,,,,,,,,,,,H,,,,
The Midnight Bargain,C.L. Polk,,,,,,H,,X,,,,,,,,,,,,,,,,,
The Midnight Library,Matt Haig,,,,,,,,,,,,,,,,,,,H,,,,,,
The Migration,Helen Marshall,,,,,,,,,,,,,,,,,,,,,H,,,,
The Ministry for the Future,Kim Stanley Robinson,,,,,,H,,,,,,,,,,,,,,,H,,,,
The Mirror Empire,Kameron Hurley,,H,,,,,,,,,,,,,,,,,,,,,,,
The Misenchanted Sword,Lawrence Watt-Evans,,,,,,,,,X,,,,,,,,,,,,,,,,
The Mist,Stephen King,,,,,,,,,,,,,,,,,,,,,H,,,,
The Montague Siblings,Mackenzie Lee,H,,,X,,,,,,,,,,,,,,,,,,,,,
The Moon and the Sun,Vonda N. McIntyre,,,,,,,,,,,,,,,,,,,,,H,,,,
The Moon Is A Harsh Mistress,Robert Heinlein,,,,,,,,,,X,,,,,,,,,,,,,,,
The Moon Tartan,Raymond St. Elmo,,,,,,,,,,,,,,,,,,,,H,,,,,
The Murderbot Diaries,Martha Wells,,,,,X,,,,,,,,,,,X,,,H,,,,,,
The Murders of Molly Southbourne,Tade Thompson,,,,,,,,,,,H,,,,,,,,,,,,,,
The Named,Marianne Curley,,,,,,,,,,,,,,,,,X,,,,,,,,
The Nameless,Ramsey Campbell,,,,,,,,,,,,,,,,,,,,,H,,,,
The Narrows,Travis M. Riddle,,,,,,H,,,,,,X,,,,,,,,X,,,,,
The Necessary Beggar,Susan Palwick,,,,,,,,,,,,,,,,,,,,,H,,,,H
The Nestling,Charles L. Grant,,,,,,,,,,,,,,,,,,,,,H,,,,
The Neverending Story,Michael Ende,,,,,,,,X,,,,,,,,,,,,,,,,,
The Nevernight Chronicles,Jay Kristoff,H,,,,,,,,,,,,,,,,,,,,,,,,
The New Dead,,,,,,,,,,,,,,,,,,,H,,,,,,,
The Night Circus,Erin Morgenstern,,,,,,X,,,,,,,,,,,,,,,H,,,,
The Night Country,Stewart O'Nan,,,,,,,,,,,,,,,,,,,,,H,,,,
The Night Tiger,Yangsze Choo,,,,H,,,,,,,,,,,,,,,,,,,,,
The Nightingale,Kara Dalkey,,,,,,,,,,,,,,,,,,,,,H,,,,
The Ninth Rain,Jen Williams,,H,,,,,,,,,,,,,,,,,,,,,,,
The Nothing Within,Andy Giesler,,,,,,,,,,,,,,,,,,,,H,,,,,
The Obscene bird of Night,Jose Donoso,,,,,,H,,,,,,,,,,,,,,,,,,,
The Ocean at the End of the Lane,Neil Gaiman,,,,,,X,,,,,,,,,,,,,,,,,,,
The Once and Future King,T.H. White,,,,,,,,,H,,,,,,,,,,,,,,,,
The Once and Future Witches,Alix E. Harrow,,,,H,,H,,,,H,,X,,,,,,,,,,,,,X
The One Tree,Stephen R. Donaldson,,,,,,,,,,,,,,,,,,,,,H,,,,
The One Who Eats Monsters,Casey Matthews,H,,,,,,,,,,,,,,,,,,,,,,,,
The Ones We're Meant to Find,Joan He,,,,,,,,,,,,,,,,,,,,,,,,,X
The Onion Girl,Charles de Lint,,,,,,,,,,,,,,,,,,,,,H,,,,
The Only Good Indians,Stephen Graham Jones,,,,,,,,,,,,,,,,,,,,,H,H,,,
The Only Ones,Carola Dibbell,,,,,,,,,,,,,,,,,,,,,H,,,,
The Origin of Birds in the Footprints of Writing,Raymond St. Elmo,,,,,,,,,,,,,,,,,,,,H,,,,,
The Other Side of the Sky,Amie Kaufman and Megan Spooner,,,X,,,,,,,,,,,,,,,,,,,,,,
The Others,Anne Bishop,,,,,,,,,,,,,,,,,,,,,,,H,,
The Outside,Ada Hoffman,H,,,,,,,,,,,,,,,,,,H,,,,,,
The Palace,Chelsea Quinn Yarbro,,,,,,,,,,,,,,,,,,,,,H,,,,
The Palace of Illusions,Chitra Divakarun Bannerjee,,,,H,,,,,,,,,,,,,,,,,,,,,
The Paper Grail,James Blaylock,,,,,,,,,,,,,,,,,,,,,H,,,,
The Paradox Hotel,Rob Hart,,,,,,,,,,,,,,,,,H,,,,,,,,
The Parasol Protectorate,Gail Carriger,,,,X,,,,,,,,,,X,,,,,,,,,,,
The Particular Sadness of Lemon Cake,Aimee Bender,,,,,,H,,,,,,,,,,,,,,,,,,,
The Passion of Dolssa,Julie Berry,,,,H,,,,,,,,,,,,,,,,,,,,,
The Penelopiad,Margaret Atwood,,,,,,,,,,,,,,,,,,,,,H,,,,
The Peripheral,William Gibson,,,,,,,,,,,,,,,,,,,,,H,,,,
The Pet,Charles L. Grant,,,,,,,,,,,,,,,,,,,,,H,,,,
The Phantom Tollbooth,Norton Juster,,,,,,,,X,,,,,,,,,,,,,,,,,
The Philosopher's Flight,Tom Miller,,,,H,,,,X,,,,,,,,,,,,,,,,,
The Picture of Dorian Gray,Oscar Wilde,H,,,X,,H,,,,,H,,,,,,,,,,,,,,
The Pillow Friend,Lisa Tuttle,,,,,,,,,,,,,,,,,,,,,H,,,,
The Plague Dogs,Richard Adams,,,,,,,,,,,,,,,,H,,,,,,,,,
The Poison Master,Liz Williams,,,,,,,,,,,,,,,,,,,,,H,,,,
The Poison Song,Jen Williams,,,,,,,,,,,,,,,,,,,,,H,,,,
The Poppy War,R.F. Kuang,,,,H,,,,X,,,,X,,,,,,,,,,X,,,
The Portrait of Mrs. Charbuque,Jeffrey Ford,,,,,,,,,,,,,,,,,,,,,H,,,,
The Prey of Gods,Nicky Drayden,,,,,,,,,,,,,,,H,,,,,,H,,,,
The Princess Bride,William Goldman,,,,,,X,,X,,,,,,,,,,,,,,,,,
The Priory of the Orange Tree,Samantha Shannon,X,,,,,X,,X,,,,,,,,,,,,,H,,,,
The Probable Future,Alice Hoffman,,,,,,,,,,,,,,,,,,,,,,,,,H
The Psychology of Time Travel,Kate Mascarenhas,H,,,,,H,,,,,,,,,,,X,,H,,,,,,X
The Pursuit of William Abbey,Claire North,,,,,,H,,,,,H,,,,,,,,,,,,,,
The Quantum Thief,Hannu Rajaniemi,,H,,,,,,,,,,,,,,,,,,,,,,,
The Queen of Blood,Sarah Beth Durst,,,,,,,,X,,,,,,,,,,,,,,,,,
The Queen of Sinister,Mark Chadbourn,,,,,,,,,,,,,,,,,,,,,H,,,,
The Queen of the Damned,Anne Rice,,,,,,,,,,,,,,,,,,,,,H,,,,
The Queens of Innis Lear,Tessa Gratton,,,,,,,,,,,,,,,,,,,,,,,,,X
The Queens of Renthia,Sarah Beth Durst,,H,,,,,,,,,,,,,,,,,,,,,,,
The Queue,Basma Abdel Aziz,,,,,,H,,,,H,,,,,H,,,,,,,X,,,
The Quiet Invasion,Sarah Zettel,,H,,,,,,X,,,,,,,,,,,,,,,,,
The Race,Nina Allan,,,,,,,,,,,,,,,,,,,,,H,,,,
The Rage of Dragons,Evan Winter,,,,,,,,,,,,,,,H,,,,,,,,,,
The Rainy Season,James Blaylock,,,,,,,,,,,,,,,,,,,,,H,,,,
The Rampant,Julie C. Day,,,,,,,,,,,,,,,,,,,,,H,,,,
The Raven Boys,Maggie Stiefvater,,,,,,,,X,,,,,,,,,,,H,,,,,,
The Raven Cycle,Maggie Stiefvater,X,,,,,,,,,,,,,,,,,,,,H,,,,
The Raven Tower,Ann Leckie,X,,,,,X,,X,,,,,,,,H,,,,,,,,,
The Reach,Nate Kenyon,,,,,,,,,,,,,,,,,,,,,H,,,,
The Realm of the Elderlings,Robin Hobb,,,,,,,,,,,,,,,,,X,,,,,,,,H
The Receptionist,Lesley Wheeler,,,,,,,,,,,,,,,,,,,,,H,,,,
The Red Line of Yarmald,Diana Rivers,,,,,,,,,,,,,,,,,,,,,H,,,,
The Red Threads of Fortune,Neon Yang,,,,,,,,,,,,,,,,,,,X,,,,,,
The Red Tree,Caitlín R. Kiernan,H,,,,,,,,,,,,,,,,,,,,H,,,,
The Redemption of Althalus,David and Leigh Eddings,,,X,,,,,,,,,,,,,,,,,,,,,,
The Reflection,Hugo Wilcken,,,,,,,,,,,,,,,,,,,,,H,,,,
The Refrigerator Monologues,Catherynne M. Valente,,,,,,X,,,,,,,,,,,,,,,,,,,
The Relentless Moon,Mary Robinette Kowal,,,,,X,,,,,,,,,,,,,,,,,,,,
The Remembered War,Robert Vane,,,,,,,,,,,,,,,,H,,,,,,,,,
The Republic of Thieves,Scott Lynch,,,,,,,,X,,,,,,,,,,,,,H,,,,
The Return of Fitzroy Angursell,Victoria Goddard,,,,,,,,,,,,,,,,,,,,,,,H,,
The Riddle-Master of Hed,Patricia A. McKillip,,,,,,,,X,,,,,,,,,,,,,,,X,,
The Ring of Solomon,Jonathan Stroud,,,,H,,,,,,,,,,,,,,,,,,,,,
The Ripper,James G. Robertson,,,,X,,,X,,,,,,,X,,,,,,,,H,X,,
The Rise and Fall of D.O.D.O.,Neal Stephenson and Nicole Galland,,,,,,,,,,,,,,,,,,,,,,,,,
The Rise of Kyoshi,FC Yee,,,,,,,,,,,X,X,,,,,,,,,,,,,
The Riven Kingdom,Karen Miller,,,,,,,,,,,,,,,,,,,,,H,,,,
The River of Gods,Ian McDonald,H,,,,,,,,,,,,,,,,,,,,,,,,
The Robber Bride,Margaret Atwood,,,,,,,,,,,,,,,,,,,,,H,,,,
The Rook,Daniel O'Malley,,,,,,,,X,,,,,,X,,,,,,,,,,,
The Route of Ice and Salt,José Luis Zárate,,,,H,,,,,,,,,,,,,,,,,,,,,
The Ruin of Kings,Jenn Lyons,,,,,,,,,X,,,,,,,,,,,,,,H,,
The Rules of Magic,Alice Hoffman,,,,,,,,,,,,,,,,,,,,,H,,,,
The Runes of the Earth,Stephen R. Donaldson,,,,,,,,,,,,,,,,,,,,,H,,,,
The Ruthless Lady's Guide to Wizardry,C.M. Waggoner,,,,,,,,X,,,,,,,,,,,,,,,,,X
The Sable Moon,Nancy Springer,,,,,,,,,,,,,,,,,,,,,H,,,,
The Sacred Dark,May Peterson,H,,,,,,,,,,,,,,,,,,,,,,,,
The Sacred Throne,Myke Cole,H,,,,,,,,,,,,,,,,,,,,,,,,
The Sailor on the Seas of Fate,Michael Moorcock,,,,,,,,,,,,,,,,,,,,,H,,,,
The Salt Roads,Nalo Hopkinson,H,,,,,,,,,,,,,,,,,,,,,,,,
The Salvagers,Alex White,H,,,,,,,,,,,,,,,,,,,,,,,,
The Sanctuary Duet,Carol Berg,,,,,,,,,,,,,,,,,H,,,,,,,,
The Sarantine Mosaic,Guy Gavriel Kay,,,,H,,,,,,,,,,,,,,,,,H,,,,
The Scaled Tartan,Raymond St. Elmo,,,,,,,,,,,,,,,,,,,,H,,,,,
The Scar,China Mieville,,,,,,,,,H,,,,,,,,,,,,,,,,
The Scar,Marina & Sergey Dyachenko,,,X,,,,,,,,,,,,,,,,,,,,,,
The Scarlet Gospels,Clive Barker,,,,,,,,,,,,,,,,,,,,,H,,,,
The Science of Discworld,"Terry Pratchett, Ian Stewart, Jack Cohen",,,H,,,,,,,,,,,,,,,,,,,,,,
The Scorpio Races,Maggie Stiefvater,,,,,,X,,,,,,,,,,,,,,,,,,,
The Sea of Trolls,Nancy Farmer,,,,,,,,,,,,,,,,,,,,,H,,,,
The Sea-Stone Sword,Joel Cornah,,,,,,,,,,,,,,,,,,,,X,,,,,
The Secret Casebook of Simon Feximal,KJ Charles,,,,,,,,,,,H,,,,,,,,,,,,,,
The Secret Feminist Cabal,Helen Merrick,,,,,,,,,,,,,,,,,,,,,H,,,,
The Secret Path,Christopher Pike,,,,,,,,,,,,,,,,,X,,,,,,,,
The Seep,Chana Porter,,H,,,,H,,,,,,,,,,,,,H,,,,H,,
The Selected Works of T. S. Spivet,Reif Larsen,,,,,,,,,,,,,,,,,,,,,H,,,,
The SERRAted Edge,Mercedes Lackey,,,X,,,,,,,,,,,,,,,,,,,,,,
The Servants,Michael Marshall Smith,,,,,,,,,,,,,,,,,,,,,H,,,,
The Seventh Perfection,Daniel Polansky,,,,,,H,,,,,,,,,,,,,,,,,,,
The Shadow,Lila Bowen,H,,,,,,,,,,,,,,,,,,,,,,,,
The Shadow Campaigns,Django Wexler,X,,,,,,,,,,,,,,,,,,,,,,,,
The Shadow of Kyoshi,FC Yee,,,,,,,,,,,X,,,,,,,,,,,,,,
The Shadow of the Lion,"Mercedes Lackey, Eric Flint, Dave Freer",,,H,,,,,,,,,,,,,,,,,,,,,,
The Shadow of the Torturer,Gene Wolfe,,,,,,,,X,,,,,,,,,,,,,,,,,
The Shadow of the Wind,Carlos Ruiz Zafon,,,,H,,,,,,,,,,,,,,,,,,,,,
The Shadow Speaker,Nnedi Okorafor,,,,,,,,,,,,,,,,,,,,,H,,,,
The Shadows of Dust,Alec Hutson,,,,,H,,,,,,,,,,,,,,,,,,,,
The Shape-Changer's Wife,Sharon Shinn,,,,,,,,,,,,,,,,,,,,,,,H,,
The Shapeshifter Series,Ali Sparkes,,,,,,,,,,,,,,,,,,,,,,,X,,
The Ship Who Searched,Anne McCaffrey and Mercedes Lackey,,,X,,H,,,,,,,,,,,,,,,,,,,,
The Ship Who Won,Anne McCaffrey and Jody Lynn Nye,,,X,,,,,,,,,,,,,,,,,,,,,,
The Sight,David Clement-Davies,,,,,,,,,,,,,,,,H,,,,,,,,,
The Silence of Medair,Andrea K. Host,,,,,,,,,,,,,,,,,X,,,,,,,,
The Silent Land,Graham Joyce,,,,,,,,,,,,,,,,,,,,,H,,,,
The Silent Strength of Stones,Nina Kiriki Hoffman,,,,,,,,,,,,,,,,,,,,,H,,,,
The Silmarillion,J.R.R. Tolkien,,,,,,X,,,,,,,,,,,,,,,,,,,
The Silver Tide,Jen Williams,,,,,,,,,,,,,,,,,X,,,,H,,,,
The Silver Wind,Nina Allan,,,,,,,,,,,,,,,,,H,,,,,,,,
The Singing Hills Cycle,Nghi Vo,H,,,,,,,,,,,,,,,,,,,,,,,,
The Sins We Seek,Krista D. Ball,,,,,,,,,,,,,X,,,,,,,,,,,,
The Sirens of Titan,Kurt Vonnegut,,,,,,,,,,,,,,,,,X,,,,,,,,
The Skystone,Jack Whyte,,,,X,,,,,,,,,,,,,,,,,,,,,
The Smoke,Simon Ings,,,,,,,,,,,,,,,,,,,,,H,,,,
The Snow Child,Eowyn Ivey,,,,,,H,,,,,,,,,,,,,,,,,,,
The Song of Achilles,Madeline Miller,X,,,H,,X,,,,,X,,,,,,,,,,,,,,
The Song of the Earth,Hugh Nissenson,,,,,,,,,,,,,,,,,,,,,H,,,,
The Sorcerer of the Wildeeps,Kai Ashante Wilson,,H,,,,,,,,,,,,,H,,X,,,,,,,,
The Sorceress and the Cygnet,Patricia A. McKillip,,,,,,,,,,,,,,,,,,,,,H,,,,
The Sorcery and Cecelia Series,Patricia Wrede and Caroline Stevermer,,,X,,,,,,,,,,,,,,,,,,,,,,
The Soul's Aspect,Mark Holloway,,,,,,,,,,,,,,,,,,,,H,,,,,
The Sound of Midnight,Charles L. Grant,,,,,,,,,,,,,,,,,,,,,H,,,,
The Southern Book Club's Guide to Slaying Vampires,Grady Hendrix,,,,,,H,,,,,,,,,,,,,,,,,,,
The Space Between Worlds,Micaiah Johnson,,,,,,H,,,,,,,,,,,H,,,,,,,,
The Sparrow,Mary Doria Russell,,H,,,,,,,,,,,,,,,,,,,,,,,
The Stand,Stephen King,,,,,,,,,,,,,,,,,,,,,H,,,,
The Stardust Thief,Chealsea Abdullah,,,,,,,,,,,,,H,,,,,,,,,,,,
The Starless Sea,Erin Morgenstern,H,,,,,H,,X,,,,,,X,,,,,,,,,,,
The Starlight Crystal,Christopher Pike,,,,,X,,,,,,,,,,,,,,,,,,,,
The Stars Are Legion,Kameron Hurley,H,,,,,,,,,,,,,,,,,,,,,,,,
The Stars Change,Mary Anne Mohanraj,,,,,,,,,,,,,,,,,,,,,H,,,,
The Stars My Destination,Alfred Bester,,,,,X,,,,,,,,,,,,,,,,,,,,
The Stars Undying,Emery Robin,,,,,,,,,,,,,X,,,,,,,,,,,,
The Stations of Angels,Raymond St. Elmo,,,,,,,,,,,,,,,,,,,,H,,,,,
The Steerswoman,Rosemary Kirstein,H,H,,,,,,,,,,,,,,,,,,,,,,,
The Stolen Child,Keith Donohue,,,,,,,,,,,,,,,,,,,,,H,,,,
The Stone Dance of the Chameleon,Ricardo Pinto,H,,,,,,,,,,,,,,,,,,,,,,,,
The Stone Road,G.R. Matthews,,,,,,,,,,,,,,,,,,,,H,,,,,
The Stormlight Archive,Brandon Sanderson,,,,,,,,,,,,,,,,,,,,,,,,,X
The Stormwatcher,Graham Joyce,,,,,,,,,,,,,,,,,,,,,H,,,,
The Strange Adventures of Rangergirl,Tim Pratt,,,,,,,,,,,,,,,,,,,,,H,,,,
The Strange Affair of Spring Heeled Jack,Mark Hodder,,,,,,,,,,,,,,,,,X,,,,,,,,
The Strange Case of the Alchemist's Daughter,Theodora Goss,,,,X,,,,X,,,,,,,,,,,,,,,,,
The Stress of Her Regard,Tim Powers,,,,,,,,,,,,,,,,,,,,,H,,,,
The Substance of God,Perry Brass,,,,,,,,,,,,,,,,,,,,,H,,,,
The Sudden Appearance of Hope,Claire North,,,,,,H,,,,,,,,,,,,,,,,,,,
The Summer Goddess,Joanne Hall,,,,,,,,,,,,,,,,,,,,,H,,,,
The Summer Isles,Ian R. MacLeod,H,,,,,,,,,,,,,,,,,,,,,,,,
The Summer Prince,Alaya Dawn Johnson,,,,,,,,,,,,,,,,,,,,,H,,,,
The Summoning,Bentley Little,,,,,,,,,,,,,,,,,,,,,H,,,,
The Survivors,Sean Eads,,,,,,,,,,,,,,,,,,,,,H,,,,
The Swarm,Frank Schatzing,,,,,,H,,,,,,,,,,,,,,,,,,,
The Swimmers,Marian Womack,,H,,,,,,,,,,,,,,,,,,,,,,,
The Sword of Kaigen,M.L. Wang,,,,,,X,,,,,,X,,,,,,,,X,,,,,H
The Tale of the Body Thief,Anne Rice,,,,,,,,,,,,,,,,,,,,,H,,,,
The Tale of the Five,Diane Duane,,,,,,,,,H,,,,,,,,,,,,,,,,
The Tales of Pell,Delilah S. Dawson and Kevin Hearne,,,X,,,,,,,,,,,,,,,,,,,,,,
The Talisman,Peter Straub,,,,,,,,,,,,,,,,,,,,,H,,,,
The Talisman (w/ Peter Straub),Stephen King,,,,,,,,,,,,,,,,,,,,,H,,,,
The Tamír Triad,Lynn Flewelling,H,,,,,,,,,,,,,,,,,,,,,,,,
The Tangles Lands,Paolo Bacigalupi & Tobias S. Buckell,,H,,,,,,,,,,,,,,,,,,,,,,,
The Tarot Sequence,KD Edwards,X,,,,,,,,,,,,,,,,,,,,,,,,
The Tea Master and the Detective,Aliette de Bodard,,,,,H,,,,,,,,,,,,,,,,,,,,
The Ten Thousand Doors of January,Alix E. Harrow,,,,H,,H,,X,,,X,,,,,,,,H,,,,,,
The Terror,Dan Simmons,,,,,,,,,,,,,,,,,,,,,H,,,,
The Testament of Jessie Lamb,Jane Rogers,,,,,,,,,,,,,,,,,,,,,H,,,,
The Tethered Mage,Melissa Caruso,,,,,,,,X,,,,,,,,,,,,,,,,,
The Thief,Megan Whalen Turner,,,,,,,X,,,,,,,,,,,,,,,,,,
The Thing Itself,Adam Roberts,,,,,,,,,,,,,,,,,,,,,H,,,,
The Third Eye Initiative,J.J. Newman,,,,,,,,,,,,,,,,,,,H,,,,,,
The Thirteenth Hour,Trudie Skies,,,,,,,,X,,,,,,,,,,,,,,,,,
The Thousand Deaths of Ardor Benn,Tyler Whitesides,,,,,,,,,,,H,,,,,,,,,,,,,,
The Thousand Names,Django Wexler,,,,,,,,X,,,,,,,,,,,,,,,,,
The Three Armageddons of Enniscorthy Sweeney,R.A. Lafferty,,,,,,,,,,,H,,,,,,,,,,,,,,
The Three-Body Problem,Cixin Liu,,,,,,,,,,H,,,,,,,,,,,,X,,,
The Thron of Dentonhill,Marshall Ryan Maresca,,,,,,,,,X,,,,,,,,,,,,,,,,
The Thunder Heist,Jed Herne,,,,,,,,,,,,,,,,,,,,H,,,,,
The Tiger and the Wolf,Adrian Tchaikovsky,,,,,,,,,,,,,,,,,,,,,,,H,,
The Tiger Flu,Larissa Lai,,,,,,,,,,,,,,,,,,,,,H,,,,
The Tiger's Daughter,K. Arsenault Rivera,H,,,,,,,X,,,,,,,,,,,,,,,,,X
The Time Machine,H.G. Wells,,,,,,,,,,,,,,,,,X,,,,,,,,
The Time Stopper,Dima Zales,,,,,,,,,,,,,,,,,H,,,,,,,,
The Time Traveler's Wife,Audrey Niffenegger,,,,,,H,,,,,,,,,,,X,,,,,,,,
The Tombs of Atuan,Ursula K. Le Guin,,,,,,,,,,,,,,,,,,,,,H,,,,
The Tower Unbroken,Michael Nwanolue,,,,,,,,,,,,,,,H,,,,,H,,X,,,
The Traitor Baru Cormorant,Seth Dickinson,,,,,,,X,X,,H,H,,,,,,,,H,,,,,,
The Traitor God,Cameron Johnston,,,,,,,,X,,,,,,,,,,,,,,,,,
The Trials of Morrigan Crow,Jessica Townsend,,,,,,,,,,,H,,,,,,,,,,,,,,
The Tricksters,Margaret Mahy,,,,,,,,,,,,,,,,,,,,,H,,,,
The Two Pearls of Wisdom (aka Eon: Dragoneye Reborn),Alison Goodman,,,,,,,,,,,,,,,,,,,,,H,,,,
The Unblemished,Conrad Williams,,,,,,,,,,,,,,,,,,,,,H,,,,
The Unbroken,C.L. Clark,,,,,,,X,,,H,,,,,H,,,,,,,,,,
The Unfinished,Jay B. Laws,,,,,,,,,,,,,,,,,,,,,H,,,,
The Universe of Things,Gwyneth Jones,,,,,,,,,,,,,,,,,,,,,H,,,,
The Unravelled Kingdom,Rowenna Miller,,,,,,,,,,H,,,,,,,,,,,,,,,
The Unseelie Court,Charlie Ward,,,,,,,,,,,,,,,,,,,,H,,,,,
The Unspoken Name,A.K. Larkwood,H,H,,,,,,X,,,,,,,,X,,,,,,,,,
The Vagrant,Peter Newman,,,,,,,,,H,,,,,,,,,,,,,,,,
The Vampire Lestat,Anne Rice,,,,,,,,,,,,,,,,,,,,,H,,,,
The Vanished Birds,Simon Jimenez,,,,,X,H,,,,,,,,,,,X,,,,,,,,
The Vela,"Yoon Ha Lee, Becky Chambers, Rivers Solomon, S.L. Huang",,,H,,,,,,,,,,,,,,,,,,,,,,
The Ventifact Colossus,Dorian Hart,,,,,,,,X,,,,,,,,,,,,,,,,,
The Vines,Christopher Rice,,,,,,,,,,,,,,,,,,,,,H,,,,
The Vintner's Luck,Elizabeth Knox,,,,H,,,,,,,,,,,,,,,,,,,,,
The Vorrh,Brian Catling,,H,,,,,,,,,,,,,X,,,,,,,,,,
The Wall,Marlen Haushofer,,,,,,H,,,,,,,,,,,,,,,,,,,
The Wandering Inn,PirateAba,H,,,,,,,,,,,,,,,,,,,,,,,,
The Wandering Unicorn,Manuel Mujica Láinez,,,,,,,,,,,,,,,,,,,,,H,,,,
The War Against The Chtorr,David Gerrold,,H,,,,,,,,,,,,,,,,,,,,,,,
The War Hound and the World's Pain,Michael Moorcock,,,,,,,,,,,,,,,,,,,,,H,,,,
The War of the Dwarves,Markus Heitz,,,,,,,,,,,,,,,,,,,,,H,,,,
The War of the Flowers,Tad Williams,,,,,,H,,,,,,,,,,,,,,,,,,,
The Warrior's Apprentice,Lois McMaster Bujold,,,,,,,,X,,,,,,,,,,,,,,,,,
The Warrior's Path,Catherine M. Wilson,H,,,,,,,,,,,,,,,,,,,,,,,,
The Watchmaker of Filigree Street,Natasha Pulley,,,,X,,,,,,,,,,,,,,,,,,,,,
The Watchmaker's Daughter,C.J. Archer,,,,X,,,,,,,,,,,,,,,,,,,,,
The Water Room,Christopher Fowler,,,,,,,,,,,,,,,,,,,,,H,,,,
